Unix,open,high,low,close,volume
1723231740,60547.36,60569.89,60407.65,60458.94,7925830.3850343
1723230840,60434.49,60466.19,60116,60242.48,8213528.4309225995
1723229940,60289.88,60368.42,60204.31,60251.76,7503273.737726999
1723229040,60195.89,60263.78,60031.87,60064.02,10455093.2447657
1723228140,60072.46,60155.02,59835.38,60117.1,17202932.5304629
1723227240,60011.02,60317.39,60000.01,60180.8,11761488.8094253
1723226340,60187.97,60488.66,60153.01,60464.35,16263037.2002456
1723225440,60485.1,60695.94,60415.73,60560.5,13493966.503344702
1723224540,60385.59,60747.53,60326.21,60692.38,16741524.7074961
1723223640,60474.27,60552.08,60333.22,60399.49,16259396.520066699
1723222740,60381.99,60450,60021.87,60117.76,22699377.5223766
1723221840,60130.5,60247.7,60009.85,60127.42,14572189.313861001
1723220940,60036.97,60284.5,59782.6,59893.48,24857758.1095592
1723220040,59904.09,60000.01,59700,59872.96,19478969.3165505
1723219140,59885.14,60058.76,59800,59970.99,21134757.100099202
1723218240,59936.01,60352.35,59909.5,60261.37,18887727.5928581
1723217340,60305.21,60415.41,60167.34,60307.52,13219938.998039303
1723216440,60124.8,60587.24,60085.92,60400.45,34027257.16099571
1723215540,60469.76,60563.75,59800,59941.17,39419384.4716669
1723214640,59810.05,60389.2,59535,60297.98,79453606.33250351
1723213740,60475.8,60819.61,60304,60752.38,32100337.1459994
1723212840,60891.32,61115.11,60418,60516.78,61281486.72185011
1723211940,60488.15,60528.56,59923.5,60042.01,52536544.9314929
1723211040,59996,60427.54,59800,60307.53,70119366.0441898
1723210140,60312,60376,60180,60333.56,27668046.312628597
1723209240,60488.7,60757.83,60356,60504.51,22110089.043938998
1723208340,60564.03,60577.52,60330.78,60514.01,9374994.476638399
1723207440,60442.03,60522,60236,60376.02,17076128.210076
1723206540,60402.53,60800,60382.49,60698.47,22599044.711498708
1723205640,60613.58,60697.16,60539.19,60632.63,6786811.197605299
1723204740,60689.67,60744,60588.84,60615.45,6668079.404895401
1723203840,60589.63,60639,60362.29,60462,9016733.7900644
1723202940,60458.01,60797.75,60449.67,60542,14625676.733856698
1723202040,60631.75,60762.38,60575.95,60668.99,15968301.9680968
1723201140,60608.11,60641.82,60365.89,60432.3,13243382.3882097
1723200240,60269.89,60747.28,60238.5,60631.53,24931758.14993
1723199340,60553.24,60847.99,60170.16,60749.37,50223152.31421749
1723198440,60754,60773.38,60606,60701.71,15993388.4491452
1723197540,60740.01,60916.42,60718.21,60864,18558284.4289807
1723196640,60831.71,60968.96,60751.97,60886,8972152.181292702
1723195740,60959.53,61074.92,60884.89,61002.03,8555272.775273899
1723194840,60984,61210.31,60965,61072.44,15867056.831656799
1723193940,61070.01,61110.96,60987.99,61034.02,11287687.966373801
1723193040,60988,61072.6,60941.99,60976.92,11613280.908687899
1723192140,60962,60983.99,60611,60680.01,12774496.6162794
1723191240,60626.61,60900,60600.34,60898.99,18899022.844486605
1723190340,60855.89,60912,60750.52,60908,23132891.274062
1723189440,60847.99,61099.19,60837.61,61021.79,17970792.721813
1723188540,61116.39,61225,61017.37,61128,25100019.9948476
1723187640,61028.92,61186.17,60855.89,60880,19077237.1268277
1723186740,60915.99,61092.18,60872.23,61013.28,10728199.4225922
1723185840,61056.98,61113.5,60734.87,60832,19922219.0152095
1723184940,60793.28,60923.69,60771.54,60862.86,11136405.304752503
1723184040,60861.19,61025,60860.43,60953.04,21116639.726365503
1723183140,60960.08,60989,60883.99,60936,13602513.959737899
1723182240,60937.81,60990.97,60852.09,60886,7469057.343994599
1723181340,60827.5,60998,60827.5,60980,13399411.1523236
1723180440,60906.47,60946.67,60588.63,60749.19,25238380.896348402
1723179540,60733.98,61016.79,60720,60924.01,21856215.988432102
1723178640,60965.97,61157.92,60888,61067.69,15798239.319896802
1723177740,61034.45,61349,61002.93,61176.28,14444394.847075999
1723176840,61333.12,61390.7,61201.47,61333.42,12833892.483675899
1723175940,61335.99,61388.09,61208.06,61232.48,8419428.551086899
1723175040,61213.99,61509.74,61171.86,61423.36,11738309.660431
1723174140,61404.77,61573.27,61314.04,61316.04,12597493.9863094
1723173240,61306.76,61386.15,61235.5,61243.32,12859492.716803
1723172340,61280,61448.85,61235.5,61381.03,10408687.6630838
1723171440,61311.99,61340,61163.42,61292.29,11364731.226148203
1723170540,61315.39,61353.99,61226.55,61308.52,10743129.7189419
1723169640,61278.01,61461.03,61147.88,61323.06,18368482.9425117
1723168740,61408.32,61457.08,61305.64,61400.01,10934596.847549899
1723167840,61385.89,61550.08,61174.74,61241.99,29273251.4442069
1723166940,61253.47,61305.73,61075.94,61159.8,20312032.4056878
1723166040,61058.91,61226.26,60720,61021.98,47537183.64826459
1723165140,61234,61429.9,61086.95,61330.01,28230362.6586066
1723164240,61334.61,61680.5,61257.6,61619.12,29027127.682328
1723163340,61492.19,61630,61428.32,61519.92,23382975.6406265
1723162440,61476.27,61700,61328.63,61589.99,42236855.4104788
1723161540,61717.64,61958.01,61583.22,61855.77,30514999.661958396
1723160640,61992.02,62086,61702.02,61810,47667481.6027754
1723159740,61988.02,62381.9,61876.79,62313.07,60332831.1517945
1723158840,62386.81,62745.14,62084.8,62511.01,84480216.7972064
1723157940,62292,62530,61137.87,61189.99,144029969.4185283
1723157040,61207.98,61318.6,60895.05,61019.98,44202986.390207104
1723156140,60938.69,61098.82,60621.22,60679.99,35292687.3188669
1723155240,60796.76,61260.83,60646.13,60933.34,56203754.2226915
1723154340,61040,61355.66,60344.52,60593.18,72438674.1111013
1723153440,60329.37,60682.89,59616.66,59654.34,62123017.62259611
1723152540,59693.32,59713.7,59589.79,59697.97,7678687.864094701
1723151640,59683.78,59722.34,59500,59517.3,10051545.816355402
1723150740,59551.18,59636.99,59481.65,59602.9,9342331.846176298
1723149840,59602.25,59683.5,59549.85,59633.88,7592300.4950888995
1723148940,59642.2,59666.7,59417.65,59440.42,7314215.7109273
1723148040,59475.89,59515.79,59297.34,59426.79,12460975.55639
1723147140,59315.57,59761.82,59237.59,59723.03,23794089.745996505
1723146240,59772.12,59783.5,59522,59667.79,15503610.6581187
1723145340,59712.06,59819.6,59627.38,59694.72,21588909.7078349
1723144440,59659.29,59674.88,59288,59368.42,17614880.128083803
1723143540,59359.99,59506.07,59317.89,59484.71,12974375.2441578
1723142640,59502.01,59696.44,59488.88,59607.46,9613831.9378839
1723141740,59531.49,59620.66,59386.66,59413.5,10743711.7305395
1723140840,59454.99,59498.34,59371.74,59414.08,13158483.243496902
1723139940,59480.04,59631.58,59437.77,59541.85,10428975.2171282
1723139040,59542.46,59821.12,59482.48,59708.26,14533110.822495403
1723138140,59722.88,59854.53,59447.86,59493.8,21753742.1349095
1723137240,59587.6,59641.72,59272.21,59588.9,25212173.8270677
1723136340,59587.6,59644.69,59379.16,59456.95,46475045.06255501
1723135440,59401.31,59677.52,59374.17,59624.69,32435240.0909302
1723134540,59627.1,59863,59550.06,59819.99,47861321.68582729
1723133640,59708.23,59860,59354.45,59360.01,78384968.0688705
1723132740,59468.91,59505,59088.69,59148.85,56857017.437267296
1723131840,59122.53,59443.62,58852.35,58913.24,60564439.01311369
1723130940,58902.2,58999,58640,58730.9,33377091.883383803
1723130040,58805.76,59237.5,58723.87,58901.87,71880546.86435941
1723129140,58898.98,58998.98,58210.01,58239.66,66926834.8854816
1723128240,58326.95,58514.99,58084.11,58104.44,55111176.03004849
1723127340,58225.87,58254.99,57486.62,57532.28,48000519.463863894
1723126440,57486.94,57552.92,57168.71,57312.48,26513713.1003942
1723125540,57147.95,57489.93,56700,57400.73,61429088.2399937
1723124640,57468.91,57865.49,57361.53,57841.19,57969494.9739875
1723123740,57793.77,58255,57675.33,58051.5,37773090.424716294
1723122840,57963.52,58014.85,57775.38,57972.41,23593876.077710304
1723121940,57945.96,58130.5,57776.07,57920.52,45796198.0041409
1723121040,58027.76,58486.02,57149.16,57596,157939365.46972328
1723120140,57124.62,57319.5,57000,57228.84,17515218.0782011
1723119240,57238.14,57421,57211,57320,11957901.599299496
1723118340,57341.03,57566.67,57288.78,57300.01,11370739.4185998
1723117440,57287.06,57670.04,57252.11,57518.15,17755351.2849801
1723116540,57555.85,57558,57413.52,57466.02,8979696.146368299
1723115640,57428,57484.02,57281,57370.13,10459631.848764198
1723114740,57376.61,57506.29,57345.15,57425.79,10593219.2900993
1723113840,57394.88,57497.09,57375,57483.24,14518430.6445279
1723112940,57517.42,57558,57274.42,57274.43,21691086.199571606
1723112040,57266.55,57438.83,57197.43,57365.57,12004114.0233061
1723111140,57340,57495,57235.28,57266.94,20054389.387698103
1723110240,57257.17,57280.47,57139.66,57148.28,10522651.908248201
1723109340,57132.41,57205.39,57078.45,57100.01,8480690.883623
1723108440,57116.68,57279.48,56978.52,57212.3,11469374.616407702
1723107540,57206.46,57382.51,57203.4,57328.09,10381279.281444998
1723106640,57320.62,57349.87,57200.98,57208.8,8797124.8580251
1723105740,57317.74,57325.96,57178.78,57183,10291155.8395703
1723104840,57174.34,57275.65,57100.69,57138.09,24125558.6242647
1723103940,57178.1,57370.12,57150.25,57347.18,15581013.030790202
1723103040,57357.99,57390.03,57207.52,57347.49,12735294.9509895
1723102140,57390.07,57434.35,57227.12,57256.51,17918338.9392328
1723101240,57234.36,57323,57122,57198.21,15185189.204179298
1723100340,57238.47,57352.13,57082,57120.03,13124155.120144602
1723099440,57168,57190,57051.35,57152,11698694.985169
1723098540,57136.89,57163.99,56932.41,56946.34,12259106.9317743
1723097640,56939.9,56991.28,56794.35,56986.13,11557409.0077104
1723096740,56985.81,57004.9,56869.23,56944.08,7868103.8593204
1723095840,56947.5,57019.62,56810.27,57019.62,10379667.1029763
1723094940,56943.17,56978.8,56791.54,56874.59,12263236.3405468
1723094040,56781.38,56950,56714.52,56832.01,9071440.9957023
1723093140,56760.01,56938.91,56670.47,56890,15181038.5147295
1723092240,56840.01,57028,56828.2,56945.99,11095404.2242045
1723091340,57016.31,57230,56977.89,57195,8331525.9414677
1723090440,57167.7,57234.11,56838.94,57100,25296965.962768693
1723089540,57120,57370,57046,57340,20015015.8749044
1723088640,57324.6,57546.25,57235.29,57474.01,13223743.374391302
1723087740,57505.99,57587,57370,57378.01,16229572.708365
1723086840,57424.09,57636.35,57359.82,57421.01,23756381.3784145
1723085940,57328,57418.87,57216.03,57288,14169722.055812698
1723085040,57282,57636.36,57250,57428.92,20595450.5403207
1723084140,57588,57636.36,57135.26,57246,44129406.43123101
1723083240,57181.19,57217.91,56822,56903.99,39334926.631107
1723082340,56891.99,57368.05,56572.39,56857.62,63283615.23424101
1723081440,56054.11,57381.36,55604.4,55737.31,70273211.2822231
1723080540,55658.1,55941.29,55593.6,55845.36,50460454.28385329
1723079640,55810.22,55918,55270.35,55297.99,40890933.10405101
1723078740,55306,55324.61,55020,55058.01,18958951.522812102
1723077840,55012,55053.72,54730,55036,18519444.560534596
1723076940,54956.88,55282.76,54892.3,55226.01,17154528.7190453
1723076040,55100,55370.07,55075.86,55180,16439805.2084888
1723075140,55031.99,55170.39,54983.29,55085.97,12847513.544148803
1723074240,55050.01,55186.7,54926.97,55160.01,12135568.490143802
1723073340,55200,55434.57,55140,55324,9892734.908515798
1723072440,55350,55428.44,55218,55245.99,12551063.2982661
1723071540,55264.16,55315,55120.97,55215.99,12566208.2343538
1723070640,55162.65,55245.9,54785.99,54894.73,20469223.9129478
1723069740,54780.01,55117.11,54558.62,55079.84,39412990.1391057
1723068840,55068.01,55464.32,55015.14,55399.99,23463528.5734568
1723067940,55416.35,55534.47,55269.93,55516.01,17767847.9743946
1723067040,55460.08,55566.24,55095.93,55197.16,18134941.094910696
1723066140,55126.79,55238.78,54868.95,54894,15741596.849370502
1723065240,54980.09,55280.03,54954.54,55116.32,23694884.6856144
1723064340,55004.86,55153.24,54643.02,54976.51,30772236.721136495
1723063440,55003.5,55297.46,54921.55,55061.53,27332516.0086187
1723062540,55149.39,55221.04,54805.97,54842.14,30114564.686994
1723061640,54920.67,55089,54671.99,54831,26415637.4378202
1723060740,54795.89,55008.03,54682.36,54830.9,26752124.635479905
1723059840,54856.32,55000,54711.42,54886.82,23496495.6944195
1723058940,54935.96,55120.03,54877.38,55019.82,22543547.4695358
1723058040,55047.15,55152.15,54760.44,54839.79,27265084.032384004
1723057140,54800.65,54894,54676.35,54837.85,29262062.819661405
1723056240,54823.99,55056.9,54708.17,54989.57,63225174.2707907
1723055340,55111.39,55373.5,54925.92,55321.04,60830459.7171041
1723054440,55215.95,55623.48,55179.31,55544.4,37271955.619474396
1723053540,55524.49,55877.67,55450,55870.52,29339613.452046603
1723052640,55819.17,55944,55703.54,55762.26,19779546.659177598
1723051740,55767.67,56032.16,55435,55941.66,53206472.332922794
1723050840,55953.76,56300,55800,56204.98,28822213.3054977
1723049940,56123.59,56199.5,55800.03,56108.45,34563111.5501587
1723049040,56031.4,56151.43,55972.3,56072.89,15924792.709856302
1723048140,56191.49,56290.42,55928.29,56108.34,21638548.9563606
1723047240,56095.5,56210.64,55881.96,56109.84,27203845.476852298
1723046340,56086.49,56234.98,55768.5,55832.83,27111865.4556847
1723045440,55997.55,56162.79,55829.99,56039.06,27991020.7129963
1723044540,56095.88,56297.5,55971.42,56200,21295216.422852606
1723043640,56157.44,56400,55941.5,56081.43,32732103.825805597
1723042740,56190,56436.22,55875.26,56020.12,50518133.848595396
1723041840,55765.49,56307.42,55650,56286.02,87291876.3354392
1723040940,56198.51,56769.86,56143.84,56733.99,58455536.446354
1723040040,56759.99,56988,56564,56862.01,36129128.113354996
1723039140,56758.01,57155.98,56710.5,57140.02,43818601.2302517
1723038240,57148,57479.6,57053.27,57275.52,42092187.7928527
1723037340,57182.57,57244.45,57001.66,57114,13596601.119999401
1723036440,57054.84,57448.15,57050.01,57362.31,23363191.968161397
1723035540,57267,57341.38,57033.32,57046,23412169.7223866
1723034640,57043.41,57269.77,56980.81,57224,22824445.175075598
1723033740,57161.22,57328.47,56937.29,56981.99,32662119.204188496
1723032840,56850,57055,56812,57022,22384712.640939005
1723031940,56980.02,57081.49,56870.39,56977.69,20940004.7333371
1723031040,56940,57175.11,56871.22,57162.01,27316765.681099493
1723030140,57134.01,57330,57091.83,57300.01,23626069.5835662
1723029240,57302,57372.01,57106.01,57349.99,37577902.6980657
1723028340,57316.32,57500,57316.32,57462,22878001.521243494
1723027440,57436.77,57736.05,57410,57567.97,20982981.51349
1723026540,57533.26,57558.62,57400,57446,11008850.6699058
1723025640,57463.99,57516.66,57255.1,57353.02,12527802.0041306
1723024740,57346.01,57559.75,57326.56,57525.82,18347874.339156095
1723023840,57518.01,57658.94,57381.29,57422.01,22773095.420633003
1723022940,57508,57575.47,57268.18,57332.01,21798021.305956002
1723022040,57323.47,57669,57170.9,57305.5,52877027.6362334
1723021140,57345.99,57448.9,57030,57054.12,26964694.7697875
1723020240,57055.12,57204.63,57022.01,57117.97,20539705.999978796
1723019340,57130.29,57142.84,56928.91,57022.01,25038465.8712683
1723018440,57058.01,57077.78,56871.44,56915.31,12980688.1812471
1723017540,56922,57091.57,56770.01,56788,31840855.3684867
1723016640,56818,56846.02,56700,56750.01,8250664.96224
1723015740,56730,56751.86,56544.7,56659.01,15240743.611420099
1723014840,56709.99,56924,56663.38,56788.01,13759537.4459837
1723013940,56803.99,56880.01,56716.01,56755.99,10942783.5350814
1723013040,56857.99,56975.55,56800,56913.99,9311039.6601616
1723012140,56888.01,56922,56692.39,56902,25268631.108221103
1723011240,56821.49,56996,56726.12,56814.01,16671556.7929863
1723010340,56814.01,56888,56704,56834,18768216.194025
1723009440,56870,57176,56830.01,56946,22821878.340574108
1723008540,56944.01,57182,56900,57123.5,23850751.4751929
1723007640,57186,57246.23,56984,57042.62,18102549.7523887
1723006740,57044,57250,57006.52,57200,26386140.1374941
1723005840,57200,57237.59,57020,57128.01,23303932.322984196
1723004940,57010,57148.79,56904,56969.36,26970352.3357067
1723004040,56922,56960,56750,56802,18699363.4836012
1723003140,56881.34,56910,56714,56830,11517530.654414399
1723002240,56828,56903.9,56640,56716.01,10719441.779889701
1723001340,56670,56804.01,56590,56684,12205912.272453098
1723000440,56797.29,56980.62,56730.01,56808.73,15263778.931696203
1722999540,56736,56797.3,56501,56614,23262093.5659237
1722998640,56754.12,57287.99,56689.59,57093.99,38099865.988812104
1722997740,57230.01,57269,56598,56629.99,45528597.69760731
1722996840,56684,56974.2,56650,56907.06,22584923.3066909
1722995940,56944,57000,56587.65,56645.99,48541897.929295994
1722995040,56607.1,56718,56138.01,56201.16,26569120.007623598
1722994140,56212,56269.99,55906,55981.99,14579712.185580099
1722993240,55899.84,56378,55782,56301.02,16496418.3853218
1722992340,56266.01,56375,55872,55960,15178764.186288
1722991440,56148,56314.05,55914,55955.99,23051226.5515441
1722990540,55877.99,55960.59,55557.88,55766,31015149.478676
1722989640,55778.02,56138,55652,56116.01,25633995.3734851
1722988740,56021.98,56070.83,55800,55990,21196276.393750094
1722987840,55988.02,56123.48,55900,55932,18643511.8392085
1722986940,55929.06,56341.45,55881.15,56286.02,16815102.928071
1722986040,56264,56416.46,56030,56207.99,16040417.932769299
1722985140,56182.95,56296,56130,56147.99,14734042.032827301
1722984240,56228,56372,55942.02,56122,29348970.274318796
1722983340,56025.99,56935.56,55953.21,56784.01,41871343.47713541
1722982440,56745.26,56878.38,56410,56424,19711164.6099197
1722981540,56409.63,56478,56287.22,56325.48,6688159.6031355
1722980640,56347.8,56521.75,56280.48,56362,8404755.804061498
1722979740,56386.32,56484,56164.56,56190,11957035.0380104
1722978840,56101.99,56632,56090.69,56518,28025418.805828795
1722977940,56518.53,56578,56172.09,56452.01,20898746.291286003
1722977040,56510,56761.14,56417.76,56488.01,13882333.326927003
1722976140,56499.83,56698,56270,56455.3,28015223.515071202
1722975240,56640.01,56850.48,56429.15,56748,24841688.4739477
1722974340,56775.36,56850,56562.01,56836,21122816.9838584
1722973440,56822.01,56878,56576,56696,15619995.7012963
1722972540,56694,56823.2,56312.66,56444,18272437.6368987
1722971640,56432.44,56735.99,56419.7,56665.99,25205897.4246215
1722970740,56773.99,57022,56708.02,56919.99,24240487.811226696
1722969840,56928.11,56999,56755.1,56804.01,19682626.2211644
1722968940,56858.45,57040.99,56774.31,56906.5,32418031.7756729
1722968040,56862.01,56885.81,56356,56482,35525772.649817
1722967140,56558.01,56797.3,56487.17,56534.01,24272584.4802416
1722966240,56648.01,56911.84,56560,56864.94,30842576.391201004
1722965340,56823.54,56906,56680.03,56810,34339853.6546601
1722964440,56904,56988.83,56692,56720.64,47449186.7889945
1722963540,56834.01,56899,56589.75,56637.99,51387266.82768469
1722962640,56631.53,56718,56268.52,56304.5,30937228.3939939
1722961740,56334.15,56769,56324,56597.05,34491974.3243711
1722960840,56667.69,56744.01,56234.8,56384.48,54645608.4543484
1722959940,56341.38,56429.98,55955.18,56114,27870970.832516503
1722959040,56016.8,56066,55735,55785.98,28298844.1859713
1722958140,55951.99,56258,55837.16,55985.76,28131908.4278708
1722957240,56032.01,56387.99,55966,56184.76,36608733.182525106
1722956340,56076,56605.55,56022,56340,44931604.69392049
1722955440,56306.88,56388,55872.01,56184,62579312.72169029
1722954540,56380,56588,56014,56162.43,88368609.1432685
1722953640,56190.66,56332.99,55152,55302,141763801.661892
1722952740,55280,55323.71,54425.76,54546,51433004.1947392
1722951840,54648.11,55438.03,54626,55352.93,69210780.66748519
1722950940,55143.99,55245.99,54371.94,54811.99,49941503.42110421
1722950040,54870.28,54990.66,54753.3,54837.24,17336555.0312982
1722949140,54840,54939.5,54677.49,54768.86,42429355.6118272
1722948240,54966.01,55468,54921.5,55349.99,34632620.3162746
1722947340,55394.01,55461.02,55180,55310.01,18105388.6421631
1722946440,55308,55372,55090,55187.79,22655030.3637518
1722945540,55240.01,55400.85,55080.53,55266,14394857.186799001
1722944640,55293.99,55390,55048,55126,33817165.7241805
1722943740,55018,55152,54919.52,55136.01,17185769.195537
1722942840,55136,55204,54868.36,55140,16692822.552666202
1722941940,55024,55078,54879.25,55022,19114323.5118432
1722941040,55000.03,55440.47,54938,55380,27231437.202477004
1722940140,55188,55221.09,54882.01,55076,19888052.0688392
1722939240,55099.89,55274,55006,55188,14987942.0927925
1722938340,55233.99,55300,54958,55100,22979463.855133697
1722937440,55146,55309.54,54683.44,55174.32,52432682.62074199
1722936540,54920,54973.98,54630.28,54787.99,25114501.055675402
1722935640,54784.01,54996,54602.21,54968,51291921.8823947
1722934740,55080.01,55232.85,54600.01,54971.82,48524746.56723031
1722933840,55026,55508,54832.18,55488,61964929.8851226
1722932940,55410.11,55756,55338.16,55714,41089706.5682746
1722932040,55803.99,56122,55717.53,55893.67,51012537.6454868
1722931140,56067.99,56169.48,55872,55951.99,47472038.4019934
1722930240,55941.99,55973.1,55600.01,55698,33582608.349748105
1722929340,55623.65,55729.36,55505.99,55542,16686670.5313833
1722928440,55545.01,55850,55458,55734,21971478.5207547
1722927540,55790.01,55871.41,55696.31,55721.3,28752760.585356303
1722926640,55808,55998.99,55749.64,55848.01,31254016.814298995
1722925740,55838,55945.71,55535.69,55650,24430979.992035996
1722924840,55639.99,56050,55577.98,55870,40153419.5918353
1722923940,55890,55999,55730.74,55786.9,31872283.4540545
1722923040,55717.93,55839.47,55435,55523.99,26485956.214471705
1722922140,55488,55534.02,55282,55316,14599591.2176734
1722921240,55296.01,55607.98,55257.82,55548,22875756.6954588
1722920340,55490,55572.99,55255,55380,26861460.37340291
1722919440,55442,55720,55384.31,55612.01,20031920.6416842
1722918540,55589.42,55760,55513.5,55705.97,12018434.014102299
1722917640,55695.99,55720.99,55288.62,55686,31749631.2507792
1722916740,55670.01,55806,55588.9,55686.35,14134109.3252003
1722915840,55667.99,55860,55640.01,55799.99,11283733.358518
1722914940,55709.99,55798.74,55471.5,55630,30344002.6342906
1722914040,55705.99,55888,55600,55843.87,22528974.2314244
1722913140,55886.76,55894,55628.44,55712.01,21451222.9481342
1722912240,55742.87,56064,55686,55892,40229099.45266601
1722911340,55790,55954,55668,55690.01,32686389.887727603
1722910440,55814,55972.04,55648,55778,25373752.9235363
1722909540,55796.01,55974,55534,55566.01,21661978.901626207
1722908640,55649.99,55968,55436,55809.17,32320507.7164741
1722907740,55972,56239.48,55805.22,56121.99,44994934.9116818
1722906840,56118.01,56276,55868.01,56010,65184123.9747456
1722905940,55851.99,56064.21,55547.73,55661.43,52947215.0432219
1722905040,55564,55738,55370,55546,45447182.9049183
1722904140,55626,55760,54878,55054,79995162.55571069
1722903240,54815.99,55000,54011.99,54119.2,41782180.9024682
1722902340,53962,54310,53876.47,54283.46,29102216.076149397
1722901440,54374,54607.98,54280.96,54557.78,19304031.4745826
1722900540,54561.99,54941.15,54483.24,54918.01,19605804.103251502
1722899640,54858.01,55082,54586,54627.83,25111553.4190562
1722898740,54648,54858,54480,54741.9,15672240.412535904
1722897840,54716,54971,54694,54872.01,16454877.172799403
1722896940,54967.99,54968,54274,54384,21820051.9099373
1722896040,54285.99,54920,54206.09,54432,27065194.491587196
1722895140,54388.01,54554,54273.18,54460,15002807.479099602
1722894240,54491.88,54817.99,54331.69,54612,18085087.923249997
1722893340,54632,55200,54572.6,54784,34809602.836650796
1722892440,54639.96,54855.18,54272,54432.01,38530501.4841607
1722891540,54128,54404,53836,54010.06,19196050.5695266
1722890640,54084,54198,53524.16,53746.76,27084134.712969404
1722889740,53865.78,53959.13,53588.35,53775.42,21821299.5463665
1722888840,53920.93,54321.6,53462,53604.41,47449425.812962495
1722887940,53370.47,53601,52642.1,52974,51908497.48873849
1722887040,53099.99,53512,52976.02,53369.99,36955384.961902395
1722886140,53332,53433.98,52555,52734.2,62649425.886122696
1722885240,52859.99,53412,52750.01,53031.4,47747467.9494137
1722884340,53234.01,53708.55,53000,53605.9,60393450.0071888
1722883440,53499.94,54077.42,53426.97,54023.89,33708186.651940204
1722882540,53825.12,54410,53635,54227.99,46837115.30588199
1722881640,54384.01,54717.14,54294.56,54645.3,37988521.288531706
1722880740,54674,55068.42,54442.63,54502,45176283.2758392
1722879840,54640.42,54765.21,54314.12,54532,43658964.04398981
1722878940,54430.5,54717.43,54292.23,54626.45,38121371.6054691
1722878040,54401.47,54490,53767.48,54246.92,55692111.601950295
1722877140,54078,54647.42,54034,54443.99,51744287.0113928
1722876240,54631.81,55461.77,54490,55297.89,101960973.9883014
1722875340,55355.98,55600,54681.75,54730,91436513.30306719
1722874440,54997.7,55052,54250,54334.21,75228925.06076299
1722873540,54228.38,54713.57,54201.4,54568.11,66711059.13837349
1722872640,54428.97,54980,54237.31,54414.73,70110710.53529081
1722871740,54325.1,54851.39,54050.34,54599.89,96078315.9304518
1722870840,54499.68,54742.18,53500,53859.17,103288903.44704841
1722869940,54000,54413.03,53790.61,53953.92,97357063.20813769
1722869040,54476.58,54516.01,52626.89,52888.93,138907295.0597048
1722868140,52709.61,53730.75,52557.74,53060.58,139473191.7354335
1722867240,52840.03,53849.97,51951.01,53462.05,230617826.97918066
1722866340,52000,52534.09,51278.6,51635.65,154637422.87031108
1722865440,51142.01,52436.8,49628.01,50574,259645104.36930284
1722864540,49830,50273.73,49630.84,49982.68,77067203.0237362
1722863640,50224.01,50666.66,49599.9,49650,116898659.2751346
1722862740,49814.01,50920.01,49542.83,50741.99,161258510.62179706
1722861840,51128.99,51309.47,49766.19,50326,183849347.2424441
1722860940,50047.99,50930.44,50035.07,50790.01,112104682.0218711
1722860040,50982.01,51542,50700,51145.99,62402628.72108989
1722859140,51425.99,51640.49,50972,51221.14,55563898.17411939
1722858240,50895.44,51167.79,50633.47,50915.79,62280023.4024101
1722857340,50955.73,51899.99,50716.82,51893.8,62998950.97272761
1722856440,51619.98,51766.56,50852.82,51311.03,60649414.07401941
1722855540,51316.28,51754.27,51069.36,51538.01,64745427.76209411
1722854640,51393.3,51623.28,50671.66,51269.99,96540405.76992491
1722853740,51068,51927.95,51052.87,51748.23,76993920.6552889
1722852840,51847.98,52667.8,51800,52516,53243662.01961119
1722851940,52443.96,52667.87,51750.01,52421.05,74542216.8325035
1722851040,52620,52841.31,52343.75,52829.19,33956964.334725104
1722850140,52740,52901,52568,52630,36451512.05962739
1722849240,52614.45,52935.63,52546.38,52796.38,42377647.7793926
1722848340,52710,52859.99,52368.39,52505.03,51517332.93686448
1722847440,52456.28,53086.5,52391.95,52780.01,63549144.0332844
1722846540,52896.67,53218.37,52628,52738.19,80219562.0150697
1722845640,52469.99,52935.85,52288,52679.99,82774255.4822949
1722844740,52718.84,53031.29,52444,52781.99,89162552.62049618
1722843840,52838,53088.22,52303.23,52862.12,111708818.55793202
1722842940,52694.66,52862,51635,51678.11,131661618.66378748
1722842040,51632.01,52058.82,51356.02,51466.74,112669561.81924392
1722841140,51482.02,51809.04,50360,50668,135128663.7112004
1722840240,50216.01,51093.52,50000,50468,204556169.3526981
1722839340,50274.24,51818,49000,51358.02,460687905.78888345
1722838440,51878.41,52994.28,51417.61,52828.93,264088751.4519298
1722837540,52727.23,53335.7,52638,53235.95,125517935.76331191
1722836640,52962,53856.05,52832.69,53568,90168204.2426649
1722835740,53665.57,53766.27,52503.79,52807.08,129417378.3641425
1722834840,52760.02,53568,52300,53526,158060142.06221965
1722833940,53610.02,54046.78,53394.01,53891.98,68756754.95226522
1722833040,53993.98,54207.59,53867.77,54183.99,37375679.937791094
1722832140,54191.97,54576.71,54081.63,54490.91,55782556.18442121
1722831240,54431.8,54446.68,53751.11,53830,81513301.8594554
1722830340,54025.99,54520,53797.14,54430.33,52093314.007450506
1722829440,54304.28,54421.73,54072.04,54106.68,42884887.714954495
1722828540,54188.28,54577.82,54029.78,54222.73,55793562.141898796
1722827640,54144.01,54713.99,54050.78,54574.01,57062939.161966
1722826740,54647.05,54720,53873.41,53936,91761314.0220092
1722825840,53815.31,54511.77,53773.41,54264.44,88864108.8643406
